gutenberg_id	text
514	be a trifle afraid of the old gentleman, if she met him in some of his
514	moods.
514	""
514	The atmosphere of the whole house being summerlike, Laurie led the way
514	from room to room, letting Jo stop to examine whatever struck her
514	fancy.  And so, at last they came to the library, where she clapped her
514	hands and pranced, as she always did when especially delighted.  It was
514	lined with books, and there were pictures and statues, and distracting
514	little cabinets full of coins and curiosities, and Sleepy Hollow
514	chairs, and queer tables, and bronzes, and best of all, a great open
514	fireplace with quaint tiles all round it.
514	""
514	"""What richness!"" sighed Jo, sinking into the depth of a velour chair"
514	"and gazing about her with an air of intense satisfaction. ""Theodore"
514	"Laurence, you ought to be the happiest boy in the world,"" she added"
514	impressively.
514	""
514	"""A fellow can't live on books,"" said Laurie, shaking his head as he"
514	perched on a table opposite.
514	""
514	Before he could more, a bell rang, and Jo flew up, exclaiming with
514	"alarm, ""Mercy me!  It's your grandpa!"""
514	""
514	"""Well, what if it is?  You are not afraid of anything, you know,"""
514	returned the boy, looking wicked.
514	""
514	"""I think I am a little bit afraid of him, but I don't know why I should"
514	be.  Marmee said I might come, and I don't think you're any the worse
514	"for it,"" said Jo, composing herself, though she kept her eyes on the"
514	door.
514	""
514	"""I'm a great deal better for it, and ever so much obliged. I'm only"
514	afraid you are very tired of talking to me.  It was so pleasant, I
514	"couldn't bear to stop,"" said Laurie gratefully."
514	""
514	"""The doctor to see you, sir,"" and the maid beckoned as she spoke."
514	""
514	"""Would you mind if I left you for a minute?  I suppose I must see him,"""
514	said Laurie.
514	""
514	"""Don't mind me.  I'm happy as a cricket here,"" answered Jo."
514	""
514	Laurie went away, and his guest amused herself in her own way. She was
514	standing before a fine portrait of the old gentleman when the door
514	"opened again, and without turning, she said decidedly, ""I'm sure now"
514	that I shouldn't be afraid of him, for he's got kind eyes, though his
514	mouth is grim, and he looks as if he had a tremendous will of his own.
514	"He isn't as handsome as my grandfather, but I like him."""
514	""
514	"""Thank you, ma'am,"" said a gruff voice behind her, and there, to her"
514	great dismay, stood old Mr. Laurence.
514	""
514	Poor Jo blushed till she couldn't blush any redder, and her heart began
514	to beat uncomfortably fast as she thought what she had said.  For a
514	minute a wild desire to run away possessed her, but that was cowardly,
514	and the girls would laugh at her, so she resolved to stay and get out
514	of the scrape as she could.  A second look showed her that the living
514	eyes, under the bushy eyebrows, were kinder even than the painted ones,
514	and there was a sly twinkle in them, which lessened her fear a good
514	deal.  The gruff voice was gruffer than ever, as the old gentleman said
514	"abruptly, after the dreadful pause, ""So you're not afraid of me, hey?"""
514	""
514	"""Not much, sir."""
514	""
514	"""And you don't think me as handsome as your grandfather?"""
514	""
514	"""Not quite, sir."""
514	""
514	"""And I've got a tremendous will, have I?"""
514	""
514	"""I only said I thought so."""
514	""
514	"""But you like me in spite of it?"""
514	""
514	"""Yes, I do, sir."""
514	""
514	That answer pleased the old gentleman.  He gave a short laugh, shook
514	hands with her, and, putting his finger under her chin, turned up her
514	"face, examined it gravely, and let it go, saying with a nod, ""You've"
514	got your grandfather's spirit, if you haven't his face.  He was a fine
514	man, my dear, but what is better, he was a brave and an honest one, and
514	"I was proud to be his friend."""
514	""
514	"""Thank you, sir,"" And Jo was quite comfortable after that, for it"
514	suited her exactly.
514	""
514	"""What have you been doing to this boy of mine, hey?"" was the next"
514	question, sharply put.
514	""
514	"""Only trying to be neighborly, sir.""  And Jo told how her visit came"
514	about.
514	""
514	"""You think he needs cheering up a bit, do you?"""
514	""
514	"""Yes, sir, he seems a little lonely, and young folks would do him good"
514	perhaps.  We are only girls, but we should be glad to help if we could,
514	"for we don't forget the splendid Christmas present you sent us,"" said"
514	Jo eagerly.
514	""
514	"""Tut, tut, tut!  That was the boy's affair.  How is the poor woman?"""
514	""
514	"""Doing nicely, sir.""  And off went Jo, talking very fast, as she told"
514	all about the Hummels, in whom her mother had interested richer friends
514	than they were.
514	""
514	"""Just her father's way of doing good.  I shall come and see your mother"
514	some fine day.  Tell her so.  There's the tea bell, we have it early on
514	"the boy's account.  Come down and go on being neighborly."""
514	""
514	"""If you'd like to have me, sir."""
514	""
514	"""Shouldn't ask you, if I didn't.""  And Mr. Laurence offered her his arm"
514	with old-fashioned courtesy.
514	""
514	"""What would Meg say to this?"" thought Jo, as she was marched away,"
514	while her eyes danced with fun as she imagined herself telling the
514	story at home.
514	""
514	"""Hey!  Why, what the dickens has come to the fellow?"" said the old"
514	gentleman, as Laurie came running downstairs and brought up with a
514	start of surprise at the astounding sight of Jo arm in arm with his
514	redoubtable grandfather.
514	""
514	"""I didn't know you'd come, sir,"" he began, as Jo gave him a triumphant"
514	little glance.
514	""
514	"""That's evident, by the way you racket downstairs.  Come to your tea,"
514	"sir, and behave like a gentleman.""  And having pulled the boy's hair by"
514	way of a caress, Mr. Laurence walked on, while Laurie went through a
514	series of comic evolutions behind their backs, which nearly produced an
514	explosion of laughter from Jo.
514	""
514	The old gentleman did not say much as he drank his four cups of tea,
514	but he watched the young people, who soon chatted away like old
514	friends, and the change in his grandson did not escape him.  There was
514	color, light, and life in the boy's face now, vivacity in his manner,
514	and genuine merriment in his laugh.
514	""
514	"""She's right, the lad is lonely.  I'll see what these little girls can"
514	"do for him,"" thought Mr. Laurence, as he looked and listened.  He liked"
514	Jo, for her odd, blunt ways suited him, and she seemed to understand
514	the boy almost as well as if she had been one herself.
514	""
514	If the Laurences had been what Jo called 'prim and poky', she would not
514	have got on at all, for such people always made her shy and awkward.
514	But finding them free and easy, she was so herself, and made a good
514	impression.  When they rose she proposed to go, but Laurie said he had
514	something more to show her, and took her away to the conservatory,
514	which had been lighted for her benefit.  It seemed quite fairylike to
514	Jo, as she went up and down the walks, enjoying the blooming walls on
514	either side, the soft light, the damp sweet air, and the wonderful
514	vines and trees that hung about her, while her new friend cut the
514	finest flowers till his hands were full.  Then he tied them up, saying,
514	"with the happy look Jo liked to see, ""Please give these to your mother,"
514	"and tell her I like the medicine she sent me very much."""
514	""
514	They found Mr. Laurence standing before the fire in the great drawing
514	room, but Jo's attention was entirely absorbed by a grand piano, which
514	stood open.
514	""
514	"""Do you play?"" she asked, turning to Laurie with a respectful"
514	expression.
514	""
514	"""Sometimes,"" he answered modestly."
514	""
514	"""Please do now.  I want to hear it, so I can tell Beth."""
514	""
514	"""Won't you first?"""
514	""
514	"""Don't know how.  Too stupid to learn, but I love music dearly."""
514	""
514	So Laurie played and Jo listened, with her nose luxuriously buried in
514	heliotrope and tea roses.  Her respect and regard for the 'Laurence'
514	boy increased very much, for he played remarkably well and didn't put
514	on any airs.  She wished Beth could hear him, but she did not say so,
514	only praised him till he was quite abashed, and his grandfather came to
514	his rescue.
514	""
514	"""That will do, that will do, young lady.  Too many sugarplums are not"
514	good for him.  His music isn't bad, but I hope he will do as well in
514	more important things.  Going?  well, I'm much obliged to you, and I
514	hope you'll come again.  My respects to your mother. Good night, Doctor
514	"Jo."""
514	""
514	He shook hands kindly, but looked as if something did not please him.
514	When they got into the hall, Jo asked Laurie if she had said something
514	amiss.  He shook his head.
514	""
514	"""No, it was me.  He doesn't like to hear me play."""
514	""
514	"""Why not?"""
514	""
514	"""I'll tell you some day.  John is going home with you, as I can't."""
514	""
514	"""No need of that.  I am not a young lady, and it's only a step.  Take"
514	"care of yourself, won't you?"""
514	""
514	"""Yes, but you will come again, I hope?"""
514	""
514	"""If you promise to come and see us after you are well."""
514	""
514	"""I will."""
514	""
514	"""Good night, Laurie!"""
514	""
514	"""Good night, Jo, good night!"""
514	""
514	When all the afternoon's adventures had been told, the family felt
514	inclined to go visiting in a body, for each found something very
514	attractive in the big house on the other side of the hedge. Mrs. March
514	wanted to talk of her father with the old man who had not forgotten
514	him, Meg longed to walk in the conservatory, Beth sighed for the grand
514	piano, and Amy was eager to see the fine pictures and statues.
514	""
514	"""Mother, why didn't Mr. Laurence like to have Laurie play?"" asked Jo,"
514	who was of an inquiring disposition.
514	""
514	"""I am not sure, but I think it was because his son, Laurie's father,"
514	married an Italian lady, a musician, which displeased the old man, who
514	is very proud.  The lady was good and lovely and accomplished, but he
514	did not like her, and never saw his son after he married.  They both
514	died when Laurie was a little child, and then his grandfather took him
514	home.  I fancy the boy, who was born in Italy, is not very strong, and
514	the old man is afraid of losing him, which makes him so careful.
514	Laurie comes naturally by his love of music, for he is like his mother,
514	and I dare say his grandfather fears that he may want to be a musician.
514	At any rate, his skill reminds him of the woman he did not like, and so
514	"he 'glowered' as Jo said."""
514	""
514	"""Dear me, how romantic!"" exclaimed Meg."
514	""
514	"""How silly!"" said Jo.  ""Let him be a musician if he wants to, and not"
514	"plague his life out sending him to college, when he hates to go."""
514	""
514	"""That's why he has such handsome black eyes and pretty manners, I"
514	"suppose.  Italians are always nice,"" said Meg, who was a little"
514	sentimental.
514	""
514	"""What do you know about his eyes and his manners?  You never spoke to"
514	"him, hardly,"" cried Jo, who was not sentimental."
514	""
514	"""I saw him at the party, and what you tell shows that he knows how to"
514	behave.  That was a nice little speech about the medicine Mother sent
514	"him."""
514	""
514	"""He meant the blanc mange, I suppose."""
514	""
514	"""How stupid you are, child!  He meant you, of course."""
514	""
514	"""Did he?"" And Jo opened her eyes as if it had never occurred to her"
514	before.
514	""
514	"""I never saw such a girl!  You don't know a compliment when you get"
514	"it,"" said Meg, with the air of a young lady who knew all about the"
514	matter.
514	""
514	"""I think they are great nonsense, and I'll thank you not to be silly"
514	and spoil my fun.  Laurie's a nice boy and I like him, and I won't have
514	any sentimental stuff about compliments and such rubbish.  We'll all be
514	good to him because he hasn't got any mother, and he may come over and
514	"see us, mayn't he, Marmee?"""
514	""
514	"""Yes, Jo, your little friend is very welcome, and I hope Meg will"
514	"remember that children should be children as long as they can."""
514	""
514	"""I don't call myself a child, and I'm not in my teens yet,"" observed"
514	"Amy.  ""What do you say, Beth?"""
514	""
514	"""I was thinking about our '_Pilgrim's Progress_',"" answered Beth, who"
514	"had not heard a word.  ""How we got out of the Slough and through the"
514	Wicket Gate by resolving to be good, and up the steep hill by trying,
514	and that maybe the house over there, full of splendid things, is going
514	"to be our Palace Beautiful."""
514	""
514	"""We have got to get by the lions first,"" said Jo, as if she rather"
514	liked the prospect.
514	""
514	""
514	""
514	CHAPTER SIX
514	""
514	BETH FINDS THE PALACE BEAUTIFUL
514	""
514	The big house did prove a Palace Beautiful, though it took some time
514	for all to get in, and Beth found it very hard to pass the lions.  Old
514	Mr. Laurence was the biggest one, but after he had called, said
514	something funny or kind to each one of the girls, and talked over old
514	times with their mother, nobody felt much afraid of him, except timid
514	Beth.  The other lion was the fact that they were poor and Laurie rich,
514	for this made them shy of accepting favors which they could not return.
514	But, after a while, they found that he considered them the benefactors,
514	and could not do enough to show how grateful he was for Mrs. March's
514	motherly welcome, their cheerful society, and the comfort he took in
514	that humble home of theirs.  So they soon forgot their pride and
514	interchanged kindnesses without stopping to think which was the greater.
514	""
514	All sorts of pleasant things happened about that time, for the new
514	friendship flourished like grass in spring.  Every one liked Laurie,
514	"and he privately informed his tutor that ""the Marches were regularly"
514	"splendid girls.""  With the delightful enthusiasm of youth, they took"
514	the solitary boy into their midst and made much of him, and he found
514	something very charming in the innocent companionship of these
514	simple-hearted girls.  Never having known mother or sisters, he was
514	quick to feel the influences they brought about him, and their busy,
514	lively ways made him ashamed of the indolent life he led. He was tired
514	of books, and found people so interesting now that Mr. Brooke was
514	obliged to make very unsatisfactory reports, for Laurie was always
514	playing truant and running over to the Marches'.
514	""
514	"""Never mind, let him take a holiday, and make it up afterward,"" said"
514	"the old gentleman.  ""The good lady next door says he is studying too"
514	hard and needs young society, amusement, and exercise.  I suspect she
514	is right, and that I've been coddling the fellow as if I'd been his
514	grandmother.  Let him do what he likes, as long as he is happy. He
514	can't get into mischief in that little nunnery over there, and Mrs.
514	"March is doing more for him than we can."""
514	""
514	What good times they had, to be sure.  Such plays and tableaux, such
514	sleigh rides and skating frolics, such pleasant evenings in the old
514	parlor, and now and then such gay little parties at the great house.
514	Meg could walk in the conservatory whenever she liked and revel in
514	bouquets, Jo browsed over the new library voraciously, and convulsed
514	the old gentleman with her criticisms, Amy copied pictures and enjoyed
514	beauty to her heart's content, and Laurie played 'lord of the manor' in
514	the most delightful style.
514	""
514	But Beth, though yearning for the grand piano, could not pluck up
514	courage to go to the 'Mansion of Bliss', as Meg called it.  She went
514	once with Jo, but the old gentleman, not being aware of her infirmity,
514	"stared at her so hard from under his heavy eyebrows, and said ""Hey!"" so"
514	loud, that he frightened her so much her 'feet chattered on the floor',
514	she never told her mother, and she ran away, declaring she would never
514	go there any more, not even for the dear piano.  No persuasions or
514	enticements could overcome her fear, till, the fact coming to Mr.
514	Laurence's ear in some mysterious way, he set about mending matters.
514	During one of the brief calls he made, he artfully led the conversation
514	to music, and talked away about great singers whom he had seen, fine
514	organs he had heard, and told such charming anecdotes that Beth found
514	it impossible to stay in her distant corner, but crept nearer and
514	nearer, as if fascinated.  At the back of his chair she stopped and
514	stood listening, with her great eyes wide open and her cheeks red with
514	excitement of this unusual performance.  Taking no more notice of her
514	than if she had been a fly, Mr. Laurence talked on about Laurie's
514	lessons and teachers.  And presently, as if the idea had just occurred
514	to him, he said to Mrs. March...
514	""
514	"""The boy neglects his music now, and I'm glad of it, for he was getting"
514	too fond of it.  But the piano suffers for want of use.  Wouldn't some
514	of your girls like to run over, and practice on it now and then, just
514	"to keep it in tune, you know, ma'am?"""
514	""
514	Beth took a step forward, and pressed her hands tightly together to
514	keep from clapping them, for this was an irresistible temptation, and
514	the thought of practicing on that splendid instrument quite took her
514	breath away.  Before Mrs. March could reply, Mr. Laurence went on with
514	an odd little nod and smile...
514	""
514	"""They needn't see or speak to anyone, but run in at any time. For I'm"
514	shut up in my study at the other end of the house, Laurie is out a
514	great deal, and the servants are never near the drawing room after nine
514	"o'clock."""
514	""
514	Here he rose, as if going, and Beth made up her mind to speak, for that
514	"last arrangement left nothing to be desired.  ""Please, tell the young"
514	"ladies what I say, and if they don't care to come, why, never mind."""
514	Here a little hand slipped into his, and Beth looked up at him with a
514	face full of gratitude, as she said, in her earnest yet timid way...
514	""
514	"""Oh sir, they do care, very very much!"""
514	""
514	"""Are you the musical girl?"" he asked, without any startling ""Hey!"" as"
514	he looked down at her very kindly.
514	""
514	"""I'm Beth.  I love it dearly, and I'll come, if you are quite sure"
514	"nobody will hear me, and be disturbed,"" she added, fearing to be rude,"
514	and trembling at her own boldness as she spoke.
514	""
514	"""Not a soul, my dear.  The house is empty half the day, so come and"
514	"drum away as much as you like, and I shall be obliged to you."""
514	""
514	"""How kind you are, sir!"""
514	""
514	Beth blushed like a rose under the friendly look he wore, but she was
514	not frightened now, and gave the hand a grateful squeeze because she
514	had no words to thank him for the precious gift he had given her. The
514	old gentleman softly stroked the hair off her forehead, and, stooping
514	down, he kissed her, saying, in a tone few people ever heard...
514	""
514	"""I had a little girl once, with eyes like these.  God bless you, my"
514	"dear!  Good day, madam.""  And away he went, in a great hurry."
514	""
514	Beth had a rapture with her mother, and then rushed up to impart the
514	glorious news to her family of invalids, as the girls were not home.
514	How blithely she sang that evening, and how they all laughed at her
514	because she woke Amy in the night by playing the piano on her face in
514	her sleep.  Next day, having seen both the old and young gentleman out
514	of the house, Beth, after two or three retreats, fairly got in at the
514	side door, and made her way as noiselessly as any mouse to the drawing
514	room where her idol stood.  Quite by accident, of course, some pretty,
514	easy music lay on the piano, and with trembling fingers and frequent
514	stops to listen and look about, Beth at last touched the great
514	instrument, and straightway forgot her fear, herself, and everything
514	else but the unspeakable delight which the music gave her, for it was
514	like the voice of a beloved friend.
514	""
514	She stayed till Hannah came to take her home to dinner, but she had no
514	appetite, and could only sit and smile upon everyone in a general state
514	of beatitude.
514	""
514	After that, the little brown hood slipped through the hedge nearly
514	every day, and the great drawing room was haunted by a tuneful spirit
514	that came and went unseen.  She never knew that Mr. Laurence opened his
514	study door to hear the old-fashioned airs he liked.  She never saw
514	Laurie mount guard in the hall to warn the servants away. She never
514	suspected that the exercise books and new songs which she found in the
514	rack were put there for her especial benefit, and when he talked to her
514	about music at home, she only thought how kind he was to tell things
514	that helped her so much.  So she enjoyed herself heartily, and found,
514	what isn't always the case, that her granted wish was all she had
514	hoped.  Perhaps it was because she was so grateful for this blessing
514	that a greater was given her.  At any rate she deserved both.
514	""
514	"""Mother, I'm going to work Mr. Laurence a pair of slippers.  He is so"
514	kind to me, I must thank him, and I don't know any other way. Can I do
514	"it?"" asked Beth, a few weeks after that eventful call of his."
514	""
514	"""Yes, dear.  It will please him very much, and be a nice way of"
514	thanking him.  The girls will help you about them, and I will pay for
514	"the making up,"" replied Mrs. March, who took peculiar pleasure in"
514	granting Beth's requests because she so seldom asked anything for
514	herself.
514	""
514	After many serious discussions with Meg and Jo, the pattern was chosen,
514	the materials bought, and the slippers begun.  A cluster of grave yet
514	cheerful pansies on a deeper purple ground was pronounced very
514	appropriate and pretty, and Beth worked away early and late, with
514	occasional lifts over hard parts.  She was a nimble little needlewoman,
514	and they were finished before anyone got tired of them.  Then she wrote
514	a short, simple note, and with Laurie's help, got them smuggled onto
514	the study table one morning before the old gentleman was up.
514	""
514	When this excitement was over, Beth waited to see what would happen.
514	All day passed and a part of the next before any acknowledgement
514	arrived, and she was beginning to fear she had offended her crochety
514	friend.  On the afternoon of the second day, she went out to do an
514	errand, and give poor Joanna, the invalid doll, her daily exercise.  As
514	she came up the street, on her return, she saw three, yes, four heads
514	popping in and out of the parlor windows, and the moment they saw her,
514	several hands were waved, and several joyful voices screamed...
514	""
514	"""Here's a letter from the old gentleman!  Come quick, and read it!"""
514	""
514	"""Oh, Beth, he's sent you..."" began Amy, gesticulating with unseemly"
514	energy, but she got no further, for Jo quenched her by slamming down
514	the window.
514	""
514	Beth hurried on in a flutter of suspense.  At the door her sisters
514	seized and bore her to the parlor in a triumphal procession, all
514	"pointing and all saying at once, ""Look there!  Look there!""  Beth did"
514	look, and turned pale with delight and surprise, for there stood a
514	little cabinet piano, with a letter lying on the glossy lid, directed
514	"like a sign board to ""Miss Elizabeth March."""
514	""
514	"""For me?"" gasped Beth, holding onto Jo and feeling as if she should"
514	tumble down, it was such an overwhelming thing altogether.
514	""
514	"""Yes, all for you, my precious!  Isn't it splendid of him?  Don't you"
514	think he's the dearest old man in the world?  Here's the key in the
514	"letter.  We didn't open it, but we are dying to know what he says,"""
514	cried Jo, hugging her sister and offering the note.
514	""
514	"""You read it!  I can't, I feel so queer!  Oh, it is too lovely!"" and"
514	Beth hid her face in Jo's apron, quite upset by her present.
514	""
514	Jo opened the paper and began to laugh, for the first words she saw
514	were...
514	""
514	"""Miss March: ""Dear Madam--"""
514	""
514	"""How nice it sounds!  I wish someone would write to me so!"" said Amy,"
514	who thought the old-fashioned address very elegant.
514	""
514	"""'I have had many pairs of slippers in my life, but I never had any"
514	"that suited me so well as yours,'"" continues Jo.  ""'Heart's-ease is my"
514	favorite flower, and these will always remind me of the gentle giver.
514	I like to pay my debts, so I know you will allow 'the old gentleman' to
514	send you something which once belonged to the little grand daughter he
514	"lost.  With hearty thanks and best wishes, I remain ""'Your grateful"
514	"friend and humble servant, 'JAMES LAURENCE'."""
514	""
514	"""There, Beth, that's an honor to be proud of, I'm sure! Laurie told me"
514	how fond Mr. Laurence used to be of the child who died, and how he kept
514	all her little things carefully.  Just think, he's given you her piano.
514	"That comes of having big blue eyes and loving music,"" said Jo, trying"
514	to soothe Beth, who trembled and looked more excited than she had ever
514	been before.
514	""
514	"""See the cunning brackets to hold candles, and the nice green silk,"
514	puckered up, with a gold rose in the middle, and the pretty rack and
514	"stool, all complete,"" added Meg, opening the instrument and displaying"
514	its beauties.
514	""
514	"""'Your humble servant, James Laurence'.  Only think of his writing that"
514	"to you.  I'll tell the girls.  They'll think it's splendid,"" said Amy,"
514	much impressed by the note.
514	""
514	"""Try it, honey.  Let's hear the sound of the baby pianny,"" said Hannah,"
514	who always took a share in the family joys and sorrows.
514	""
514	So Beth tried it, and everyone pronounced it the most remarkable piano
514	ever heard.  It had evidently been newly tuned and put in apple-pie
514	order, but, perfect as it was, I think the real charm lay in the
514	happiest of all happy faces which leaned over it, as Beth lovingly
514	touched the beautiful black and white keys and pressed the bright
514	pedals.
514	""
514	"""You'll have to go and thank him,"" said Jo, by way of a joke, for the"
514	idea of the child's really going never entered her head.
514	""
514	"""Yes, I mean to.  I guess I'll go now, before I get frightened thinking"
514	"about it."" And, to the utter amazement of the assembled family, Beth"
514	walked deliberately down the garden, through the hedge, and in at the
514	Laurences' door.
514	""
514	"""Well, I wish I may die if it ain't the queerest thing I ever see!  The"
514	"pianny has turned her head!  She'd never have gone in her right mind,"""
514	cried Hannah, staring after her, while the girls were rendered quite
514	speechless by the miracle.
514	""
514	They would have been still more amazed if they had seen what Beth did
514	afterward.  If you will believe me, she went and knocked at the study
514	door before she gave herself time to think, and when a gruff voice
514	"called out, ""come in!"" she did go in, right up to Mr. Laurence, who"
514	looked quite taken aback, and held out her hand, saying, with only a
514	"small quaver in her voice, ""I came to thank you, sir, for..."" But she"
514	didn't finish, for he looked so friendly that she forgot her speech
514	and, only remembering that he had lost the little girl he loved, she
514	put both arms round his neck and kissed him.
514	""
514	If the roof of the house had suddenly flown off, the old gentleman
514	wouldn't have been more astonished.  But he liked it. Oh, dear, yes, he
514	liked it amazingly!  And was so touched and pleased by that confiding
514	little kiss that all his crustiness vanished, and he just set her on
514	his knee, and laid his wrinkled cheek against her rosy one, feeling as
514	if he had got his own little granddaughter back again.  Beth ceased to
514	fear him from that moment, and sat there talking to him as cozily as if
514	she had known him all her life, for love casts out fear, and gratitude
514	can conquer pride.  When she went home, he walked with her to her own
514	gate, shook hands cordially, and touched his hat as he marched back
514	again, looking very stately and erect, like a handsome, soldierly old
514	gentleman, as he was.
514	""
514	When the girls saw that performance, Jo began to dance a jig, by way of
514	expressing her satisfaction, Amy nearly fell out of the window in her
514	"surprise, and Meg exclaimed, with up-lifted hands, ""Well, I do believe"
514	"the world is coming to an end."""
514	""
514	""
514	""
514	CHAPTER SEVEN
514	""
514	AMY'S VALLEY OF HUMILIATION
514	""
514	"""That boy is a perfect cyclops, isn't he?"" said Amy one day, as Laurie"
514	clattered by on horseback, with a flourish of his whip as he passed.
514	""
514	"""How dare you say so, when he's got both his eyes?  And very handsome"
514	"ones they are, too,"" cried Jo, who resented any slighting remarks about"
514	her friend.
514	""
514	"""I didn't say anything about his eyes, and I don't see why you need"
514	"fire up when I admire his riding."""
514	""
514	"""Oh, my goodness!  That little goose means a centaur, and she called"
514	"him a Cyclops,"" exclaimed Jo, with a burst of laughter."
514	""
514	"""You needn't be so rude, it's only a 'lapse of lingy', as Mr. Davis"
514	"says,"" retorted Amy, finishing Jo with her Latin.  ""I just wish I had a"
514	"little of the money Laurie spends on that horse,"" she added, as if to"
514	herself, yet hoping her sisters would hear.
514	""
514	"""Why?"" asked Meg kindly, for Jo had gone off in another laugh at Amy's"
514	second blunder.
514	""
514	"""I need it so much.  I'm dreadfully in debt, and it won't be my turn to"
514	"have the rag money for a month."""
514	""
514	"""In debt, Amy?  What do you mean?"" And Meg looked sober."
514	""
514	"""Why, I owe at least a dozen pickled limes, and I can't pay them, you"
514	know, till I have money, for Marmee forbade my having anything charged
514	"at the shop."""
514	""
514	"""Tell me all about it.  Are limes the fashion now?  It used to be"
514	"pricking bits of rubber to make balls.""  And Meg tried to keep her"
514	countenance, Amy looked so grave and important.
514	""
514	"""Why, you see, the girls are always buying them, and unless you want to"
514	be thought mean, you must do it too.  It's nothing but limes now, for
514	everyone is sucking them in their desks in schooltime, and trading them
514	off for pencils, bead rings, paper dolls, or something else, at recess.
514	If one girl likes another, she gives her a lime.  If she's mad with
514	her, she eats one before her face, and doesn't offer even a suck.  They
514	treat by turns, and I've had ever so many but haven't returned them,
514	"and I ought for they are debts of honor, you know."""
514	""
514	"""How much will pay them off and restore your credit?"" asked Meg, taking"
514	out her purse.
514	""
514	"""A quarter would more than do it, and leave a few cents over for a"
514	"treat for you.  Don't you like limes?"""
514	""
514	"""Not much.  You may have my share.  Here's the money.  Make it last as"
514	"long as you can, for it isn't very plenty, you know."""
514	""
514	"""Oh, thank you!  It must be so nice to have pocket money!  I'll have a"
514	grand feast, for I haven't tasted a lime this week.  I felt delicate
514	about taking any, as I couldn't return them, and I'm actually suffering
514	"for one."""
514	""
514	Next day Amy was rather late at school, but could not resist the
514	temptation of displaying, with pardonable pride, a moist brown-paper
514	parcel, before she consigned it to the inmost recesses of her desk.
514	During the next few minutes the rumor that Amy March had got
514	twenty-four delicious limes (she ate one on the way) and was going to
514	treat circulated through her 'set', and the attentions of her friends
514	became quite overwhelming.  Katy Brown invited her to her next party on
514	the spot.  Mary Kingsley insisted on lending her her watch till recess,
514	and Jenny Snow, a satirical young lady, who had basely twitted Amy upon
514	her limeless state, promptly buried the hatchet and offered to furnish
514	answers to certain appalling sums.  But Amy had not forgotten Miss
514	Snow's cutting remarks about 'some persons whose noses were not too
514	flat to smell other people's limes, and stuck-up people who were not
514	too proud to ask for them', and she instantly crushed 'that Snow
514	"girl's' hopes by the withering telegram, ""You needn't be so polite all"
514	"of a sudden, for you won't get any."""
514	""
514	A distinguished personage happened to visit the school that morning,
514	and Amy's beautifully drawn maps received praise, which honor to her
514	foe rankled in the soul of Miss Snow, and caused Miss March to assume
514	the airs of a studious young peacock.  But, alas, alas!  Pride goes
514	before a fall, and the revengeful Snow turned the tables with
514	disastrous success.  No sooner had the guest paid the usual stale
514	compliments and bowed himself out, than Jenny, under pretense of asking
514	an important question, informed Mr. Davis, the teacher, that Amy March
514	had pickled limes in her desk.
514	""
514	Now Mr. Davis had declared limes a contraband article, and solemnly
514	vowed to publicly ferrule the first person who was found breaking the
514	law.  This much-enduring man had succeeded in banishing chewing gum
514	after a long and stormy war, had made a bonfire of the confiscated
514	novels and newspapers, had suppressed a private post office, had
514	forbidden distortions of the face, nicknames, and caricatures, and done
514	all that one man could do to keep half a hundred rebellious girls in
514	order.  Boys are trying enough to human patience, goodness knows, but
514	girls are infinitely more so, especially to nervous gentlemen with
514	tyrannical tempers and no more talent for teaching than Dr. Blimber.
514	Mr. Davis knew any quantity of Greek, Latin, algebra, and ologies of
514	all sorts so he was called a fine teacher, and manners, morals,
514	feelings, and examples were not considered of any particular
514	importance.  It was a most unfortunate moment for denouncing Amy, and
514	Jenny knew it.  Mr. Davis had evidently taken his coffee too strong
514	that morning, there was an east wind, which always affected his
514	neuralgia, and his pupils had not done him the credit which he felt he
514	deserved.  Therefore, to use the expressive, if not elegant, language
514	"of a schoolgirl, ""He was as nervous as a witch and as cross as a bear""."
514	The word 'limes' was like fire to powder, his yellow face flushed, and
514	he rapped on his desk with an energy which made Jenny skip to her seat
514	with unusual rapidity.
514	""
514	"""Young ladies, attention, if you please!"""
514	""
514	At the stern order the buzz ceased, and fifty pairs of blue, black,
514	gray, and brown eyes were obediently fixed upon his awful countenance.
514	""
514	"""Miss March, come to the desk."""
514	""
514	Amy rose to comply with outward composure, but a secret fear oppressed
514	her, for the limes weighed upon her conscience.
514	""
514	"""Bring with you the limes you have in your desk,"" was the unexpected"
514	command which arrested her before she got out of her seat.
514	""
514	"""Don't take all."" whispered her neighbor, a young lady of great"
514	presence of mind.
514	""
514	Amy hastily shook out half a dozen and laid the rest down before Mr.
514	Davis, feeling that any man possessing a human heart would relent when
514	that delicious perfume met his nose.  Unfortunately, Mr. Davis
514	particularly detested the odor of the fashionable pickle, and disgust
514	added to his wrath.
514	""
514	"""Is that all?"""
514	""
514	"""Not quite,"" stammered Amy."
514	""
514	"""Bring the rest immediately."""
514	""
514	With a despairing glance at her set, she obeyed.
514	""
514	"""You are sure there are no more?"""
514	""
514	"""I never lie, sir."""
514	""
514	"""So I see.  Now take these disgusting things two by two, and throw them"
514	"out of the window."""
514	""
514	There was a simultaneous sigh, which created quite a little gust, as
